name,rarity,power,toughness,types,type,supertypes,subtypes,setCode,loyalty,life,text,cardParts,colorIdentity,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceManaValue,faceName,keywords,manaCost,manaValue
Horned Stoneseeker,uncommon,2,2,Creature,Creature — Lizard,,Lizard,BRO,,,"Menace\nWhen this creature enters, create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")\nWhen this creature leaves the battlefield, sacrifice a Powerstone.",,R,20641.0,,,,,Menace,{1}{R},2.0
Mechanized Warfare,rare,,,Enchantment,Enchantment,,,BRO,,,"If a red or artifact source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",,R,3416.0,0.18,,,,,{1}{R}{R},3.0
"Mishra, Excavation Prodigy",uncommon,2,1,Creature,Legendary Creature — Human Artificer,Legendary,"Human, Artificer",BRO,,,"Haste\n{1}, {T}, Discard a card: Draw a card.\nWhenever you discard one or more artifact cards, add {R}{R}. This ability triggers only once each turn.",,R,10819.0,,,,,Haste,{2}{R},3.0
Mishra's Command,rare,,,Sorcery,Sorcery,,,BRO,,,Choose two —\n• Choose target player. They may discard up to X cards. Then they draw a card for each card discarded this way.\n• This spell deals X damage to target creature.\n• This spell deals X damage to target planeswalker.\n• Target creature gets +X/+0 and gains haste until end of turn.,,R,7983.0,0.11,,,,,{X}{R},1.0
Mishra's Domination,common,,,Enchantment,Enchantment — Aura,,Aura,BRO,,,"Enchant creature\nAs long as you control enchanted creature, it gets +2/+2. Otherwise, it can't block.",,R,19257.0,,,,,Enchant,{1}{R},2.0
Mishra's Onslaught,common,,,Instant,Instant,,,BRO,,,Choose one —\n• Create two 1/1 colorless Soldier artifact creature tokens.\n• Creatures you control get +2/+0 until end of turn.,,R,17577.0,,,,,,{3}{R},4.0
Monastery Swiftspear,uncommon,1,2,Creature,Creature — Human Monk,,"Human, Monk",BRO,,,"Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",,R,6412.0,0.12,,,,"Haste, Prowess",{R},1.0
Obliterating Bolt,uncommon,,,Sorcery,Sorcery,,,BRO,,,"Obliterating Bolt deals 4 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",,R,12106.0,,,,,,{1}{R},2.0
Over the Top,rare,,,Sorcery,Sorcery,,,BRO,,,"Each player reveals a number of cards from the top of their library equal to the number of nonland permanents they control, puts all permanent cards they revealed this way onto the battlefield, and puts the rest into their graveyard.",,R,10634.0,0.4,,,,,{5}{R}{R},7.0
Penregon Strongbull,common,2,3,Creature,Creature — Minotaur,,Minotaur,BRO,,,"{1}, Sacrifice an artifact: This creature gets +1/+1 until end of turn and deals 1 damage to each opponent.",,R,17837.0,,,,,,{2}{R},3.0
Pyrrhic Blast,uncommon,,,Instant,Instant,,,BRO,,,"As an additional cost to cast this spell, sacrifice a creature.\nPyrrhic Blast deals damage equal to the sacrificed creature's power to any target. Draw a card.",,R,13536.0,,,,,,{3}{R},4.0
Raze to the Ground,common,,,Sorcery,Sorcery,,,BRO,,,"This spell can't be countered.\nDestroy target artifact. If its mana value was 1 or less, draw a card.",,R,18632.0,0.18,,,,,{2}{R},3.0
Roc Hunter,common,3,1,Creature,Creature — Human Soldier,,"Human, Soldier",BRO,,,Reach,,R,23619.0,,,,,Reach,{1}{R},2.0
Sardian Cliffstomper,uncommon,0,4,Creature,Creature — Minotaur Barbarian,,"Minotaur, Barbarian",BRO,,,"As long as it's your turn and you control four or more Mountains, this creature gets +X/+0, where X is the number of Mountains you control.",,R,13119.0,,,,,,{1}{R},2.0
Sibling Rivalry,common,,,Sorcery,Sorcery,,,BRO,,,"Gain control of target artifact or creature until end of turn. Untap it. It gains haste until end of turn. Create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",,R,15916.0,0.25,,,,,{3}{R},4.0
Tomakul Scrapsmith,common,2,1,Creature,Creature — Human Artificer,,"Human, Artificer",BRO,,,"When this creature enters, mill three cards. You may put an artifact card from among the cards milled this way into your hand. If you don't, put a +1/+1 counter on this creature. (To mill a card, put the top card of your library into your graveyard.)",,R,22145.0,,,,,Mill,{2}{R},3.0
Tyrant of Kher Ridges,rare,4,5,Creature,Creature — Dragon,,Dragon,BRO,,,"Flying\nWhen this creature enters, it deals 4 damage to any target.\n{R}: This creature gets +1/+0 until end of turn.",,R,10596.0,,,,,Flying,{4}{R}{R},6.0
Unleash Shell,common,,,Instant,Instant,,,BRO,,,Unleash Shell deals 5 damage to target creature or planeswalker and 2 damage to that permanent's controller.,,R,20195.0,0.1,,,,,{3}{R}{R},5.0
Visions of Phyrexia,rare,,,Enchantment,Enchantment,,,BRO,,,"At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.\nAt the beginning of your end step, if you didn't play a card from exile this turn, create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",,R,6125.0,0.11,,,,,{2}{R}{R},4.0
Whirling Strike,common,,,Instant,Instant,,,BRO,,,Target creature gets +2/+0 and gains first strike and trample until end of turn.,,R,14659.0,,,,,,{1}{R},2.0
Blitz Automaton,common,6,4,"Artifact, Creature",Artifact Creature — Construct,,Construct,BRO,,,"Prototype {2}{R} — 3/2 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nHaste",,R,16384.0,,,,,"Haste, Prototype",{7},7.0
Fallaji Dragon Engine,uncommon,5,5,"Artifact, Creature",Artifact Creature — Dragon,,Dragon,BRO,,,"Prototype {2}{R} — 1/3 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nFlying\n{2}: This creature gets +1/+0 until end of turn.",,R,15723.0,0.14,,,,"Flying, Prototype",{8},8.0
Heavyweight Demolisher,uncommon,8,6,"Artifact, Creature",Artifact Creature — Construct,,Construct,BRO,,,"Menace\nAt the beginning of your upkeep, tap this creature unless you pay {3}.\nUnearth {6}{R}{R} ({6}{R}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",,R,21556.0,,,,,"Menace, Unearth",{7},7.0
Mishra's Juggernaut,common,5,3,"Artifact, Creature",Artifact Creature — Juggernaut,,Juggernaut,BRO,,,Trample\nThis creature attacks each combat if able.\nUnearth {5}{R} ({5}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),,R,21780.0,,,,,"Trample, Unearth",{5},5.0
Mishra's Research Desk,uncommon,,,Artifact,Artifact,,,BRO,,,"{1}, {T}, Sacrifice this artifact: Exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.\nUnearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",,R,12620.0,,,,,Unearth,{1},1.0
"Phyrexian Dragon Engine // Mishra, Lost to Phyrexia",rare,2,2,"Artifact, Creature",Artifact Creature — Phyrexian Dragon,,"Phyrexian, Dragon",BRO,,,"Double strike\nWhen this creature enters from your graveyard, you may discard your hand. If you do, draw three cards.\nUnearth {3}{R}{R}\n(Melds with Mishra, Claimed by Gix.)","Mishra, Claimed by Gix, Phyrexian Dragon Engine, Mishra, Lost to Phyrexia",R,6021.0,0.08,3.0,3.0,Phyrexian Dragon Engine,"Double strike, Unearth",{3},3.0
"Mishra, Lost to Phyrexia",mythic,9,9,"Artifact, Creature",Legendary Artifact Creature — Phyrexian Artificer,Legendary,"Phyrexian, Artificer",BRO,,,"Whenever Mishra enters or attacks, choose three —\n• Target opponent discards two cards.\n• Mishra deals 3 damage to any target.\n• Destroy target artifact or planeswalker.\n• Creatures you control gain menace and trample until end of turn.\n• Creatures you don't control get -1/-1 until end of turn.\n• Create two tapped Powerstone tokens.","Mishra, Claimed by Gix, Phyrexian Dragon Engine, Mishra, Lost to Phyrexia","B, R",,,7.0,7.0,"Mishra, Lost to Phyrexia",,,7.0
Scrapwork Mutt,common,2,1,"Artifact, Creature",Artifact Creature — Dog,,Dog,BRO,,,"When this creature enters, you may discard a card. If you do, draw a card.\nUnearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",,R,12425.0,,,,,Unearth,{2},2.0
Skitterbeam Battalion,mythic,4,4,"Artifact, Creature",Artifact Creature — Construct,,Construct,BRO,,,"Prototype {3}{R}{R} — 2/2 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nTrample, haste\nWhen this creature enters, if you cast it, create two tokens that are copies of it.",,R,7113.0,0.11,,,,"Haste, Prototype, Trample",{9},9.0
Alloy Animist,uncommon,1,1,Creature,Creature — Human Druid,,"Human, Druid",BRO,,,"{2}{G}: Until end of turn, target noncreature artifact you control becomes a 4/4 artifact creature.",,G,19538.0,,,,,,{G},1.0
Argothian Opportunist,common,3,2,Creature,Creature — Human Scout,,"Human, Scout",BRO,,,"When this creature enters, create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",,G,21463.0,,,,,,{2}{G},3.0
Argothian Sprite,common,2,2,Creature,Creature — Faerie,,Faerie,BRO,,,This creature can't be blocked by artifact creatures.\n{7}: Put two +1/+1 counters on this creature.,,G,24330.0,,,,,,{1}{G},2.0
Audacity,uncommon,,,Enchantment,Enchantment — Aura,,Aura,BRO,,,"Enchant creature\nEnchanted creature gets +2/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)\nWhen this Aura is put into a graveyard from the battlefield, draw a card.",,G,4021.0,0.02,,,,Enchant,{G},1.0
Awaken the Woods,mythic,,,Sorcery,Sorcery,,,BRO,,,Create X 1/1 green Forest Dryad land creature tokens. (They're affected by summoning sickness.),,G,1191.0,0.39,,,,,{X}{G}{G},2.0
Blanchwood Armor,uncommon,,,Enchantment,Enchantment — Aura,,Aura,BRO,,,Enchant creature\nEnchanted creature gets +1/+1 for each Forest you control.,,G,3233.0,0.2,,,,Enchant,{2}{G},3.0
Blanchwood Prowler,common,1,1,Creature,Creature — Elemental,,Elemental,BRO,,,"When this creature enters, mill three cards. You may put a land card from among the cards milled this way into your hand. If you don't, put a +1/+1 counter on this creature. (To mill a card, put the top card of your library into your graveyard.)",,G,10217.0,0.31,,,,Mill,{1}{G},2.0
Burrowing Razormaw,common,4,2,Creature,Creature — Beast,,Beast,BRO,,,"When this creature dies, mill four cards. (Put the top four cards of your library into your graveyard.)",,G,21427.0,,,,,Mill,{2}{G},3.0
Bushwhack,uncommon,,,Sorcery,Sorcery,,,BRO,,,"Choose one —\n• Search your library for a basic land card, reveal it, put it into your hand, then shuffle.\n• Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)",,G,1448.0,0.17,,,,Fight,{G},1.0
Citanul Stalwart,common,1,1,Creature,Creature — Elf Druid Soldier,,"Elf, Druid, Soldier",BRO,,,"{T}, Tap an untapped artifact or creature you control: Add one mana of any color.",,G,9661.0,,,,,,{G},1.0
Epic Confrontation,common,,,Sorcery,Sorcery,,,BRO,,,Target creature you control gets +1/+2 until end of turn. It fights target creature you don't control. (Each deals damage equal to its power to the other.),,G,13071.0,,,,,Fight,{1}{G},2.0
Fade from History,rare,,,Sorcery,Sorcery,,,BRO,,,Each player who controls an artifact or enchantment creates a 2/2 green Bear creature token. Then destroy all artifacts and enchantments.,,G,3932.0,0.34,,,,,{2}{G}{G},4.0
Fallaji Excavation,uncommon,,,Sorcery,Sorcery,,,BRO,,,"Create three tapped Powerstone tokens. You gain 3 life. (The tokens are artifacts with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",,G,21418.0,0.69,,,,,{3}{G}{G},5.0
Fauna Shaman,rare,2,2,Creature,Creature — Elf Shaman,,"Elf, Shaman",BRO,,,"{G}, {T}, Discard a creature card: Search your library for a creature card, reveal it, put it into your hand, then shuffle.",,G,1276.0,0.53,,,,,{1}{G},2.0
Fog of War,common,,,Instant,Instant,,,BRO,,,You gain 1 life for each creature on the battlefield. Prevent all combat damage that would be dealt this turn by creatures with power 3 or less.,,G,12448.0,0.22,,,,,{2}{G},3.0
Gaea's Courser,uncommon,4,5,Creature,Creature — Centaur Soldier,,"Centaur, Soldier",BRO,,,"Whenever this creature attacks, if there are three or more creature cards in your graveyard, draw a card.",,G,20939.0,,,,,,{4}{G},5.0
Gaea's Gift,common,,,Instant,Instant,,,BRO,,,"Put a +1/+1 counter on target creature you control. It gains reach, trample, hexproof, and indestructible until end of turn. (It can't be the target of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy it.)",,G,1109.0,0.19,,,,,{1}{G},2.0
Giant Growth,common,,,Instant,Instant,,,BRO,,,Target creature gets +3/+3 until end of turn.,,G,4229.0,0.1,,,,,{G},1.0
Gnarlroot Pallbearer,common,5,5,Creature,Creature — Treefolk Druid,,"Treefolk, Druid",BRO,,,"Trample\nWhen this creature enters, target creature gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.",,G,19500.0,,,,,Trample,{4}{G}{G},6.0
"Gwenna, Eyes of Gaea",rare,2,3,Creature,Legendary Creature — Elf Druid Scout,Legendary,"Elf, Druid, Scout",BRO,,,"{T}: Add two mana in any combination of colors. Spend this mana only to cast creature spells or activate abilities of creature sources.\nWhenever you cast a creature spell with power 5 or greater, put a +1/+1 counter on Gwenna and untap it.",,G,1205.0,0.26,,,,,{2}{G},3.0
Hoarding Recluse,common,2,3,Creature,Creature — Spider,,Spider,BRO,,,"Reach, deathtouch\nWhen this creature dies, put up to one other target card from a graveyard on the bottom of its owner's library.",,G,12583.0,,,,,"Deathtouch, Reach",{3}{G},4.0
Obstinate Baloth,uncommon,4,4,Creature,Creature — Beast,,Beast,BRO,,,"When this creature enters, you gain 4 life.\nIf a spell or ability an opponent controls causes you to discard this card, put it onto the battlefield instead of putting it into your graveyard.",,G,18932.0,,,,,,{2}{G}{G},4.0
Perimeter Patrol,common,3,3,Creature,Creature — Human Soldier,,"Human, Soldier",BRO,,,"Whenever an artifact you control enters, this creature gets +1/+0 until end of turn.",,G,26103.0,0.12,,,,,{2}{G},3.0
Sarinth Steelseeker,uncommon,1,2,Creature,Creature — Human Artificer Scout,,"Human, Artificer, Scout",BRO,,,"Whenever an artifact you control enters, look at the top card of your library. If it's a land card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",,G,3830.0,0.09,,,,,{1}{G},2.0
Shoot Down,common,,,Sorcery,Sorcery,,,BRO,,,"Exile target artifact, enchantment, or creature with flying.",,G,17584.0,,,,,,{3}{G},4.0
Tawnos's Tinkering,common,,,Instant,Instant,,,BRO,,,"Put two +1/+1 counters on target artifact, creature, or land you control. Untap that permanent. If it isn't a creature, it becomes a 0/0 creature in addition to its other types.",,G,20440.0,0.06,,,,,{3}{G},4.0
Teething Wurmlet,rare,1,1,Creature,Creature — Wurm,,Wurm,BRO,,,"This creature has deathtouch as long as you control three or more artifacts.\nWhenever an artifact you control enters, you gain 1 life. If this is the first time this ability has resolved this turn, put a +1/+1 counter on this creature.",,G,6305.0,0.18,,,,,{G},1.0
