subtypes,toughness,type,name,rarity,historic,manaCost,power,text,types,alchemy,faceConvertedManaCost
"Human, Warlock",3,Legendary Creature — Human Warlock,"Baba Lysaga, Night Witch",rare,Legal,{1}{B}{G},3,"{T}, Sacrifice up to three permanents: If there were three or more card types among the sacrificed permanents, each opponent loses 3 life, you gain 3 life, and you draw three cards.",Creature,,
"Human, Archer",2,Legendary Creature — Human Archer,Catti-brie of Mithral Hall,rare,Legal,{G}{W},2,"First strike, reach\nWhenever Catti-brie attacks, put a +1/+1 counter on it for each Equipment attached to it.\n{1}, Remove all +1/+1 counters from Catti-brie: It deals X damage to target attacking or blocking creature an opponent controls, where X is the number of counters removed this way.",Creature,,
"Human, Wizard",4,Legendary Creature — Human Wizard,"Gorion, Wise Mentor",rare,Legal,{G}{W}{U},3,"Vigilance\nWhenever you cast an Adventure spell, you may copy it. You may choose new targets for the copy.",Creature,,
"Gnome, Artificer",3,Legendary Creature — Gnome Artificer,"Jan Jansen, Chaos Crafter",rare,Legal,{R}{W}{B},3,"Haste\n{T}, Sacrifice an artifact creature: Create two Treasure tokens.\n{T}, Sacrifice a noncreature artifact: Create two 1/1 colorless Construct artifact creature tokens.",Creature,,
"Elf, Druid",4,Legendary Creature — Elf Druid,"Kagha, Shadow Archdruid",uncommon,Legal,{2}{B}{G},1,"Whenever Kagha attacks, it gains deathtouch until end of turn. Mill two cards. (Put the top two cards of your library into your graveyard.)\nOnce during each of your turns, you may play a land or cast a permanent spell from among cards in your graveyard that were put there from your library this turn.",Creature,,
"Dragon, Bard",4,Legendary Creature — Dragon Bard,"Korlessa, Scale Singer",uncommon,Legal,{G}{U},1,You may look at the top card of your library any time.\nYou may cast Dragon spells from the top of your library.,Creature,,
"Dragon, Shaman",2,Legendary Creature — Dragon Shaman,"Lozhan, Dragons' Legacy",uncommon,Legal,{3}{U}{R},4,"Flying\nWhenever you cast an Adventure or Dragon spell, Lozhan deals damage equal to that spell's mana value to any target that isn't a commander.",Creature,,
"Halfling, Knight",4,Legendary Creature — Halfling Knight,"Mazzy, Truesword Paladin",rare,Legal,{1}{R}{G}{W},3,"Whenever an enchanted creature attacks one of your opponents, it gets +2/+0 and gains trample until end of turn.\nWhenever an Aura you control is put into your graveyard from the battlefield, exile it. Until the end of your next turn, you may cast that card.",Creature,,
"Dragon, Spirit",6,Legendary Creature — Dragon Spirit,"Miirym, Sentinel Wyrm",rare,Legal,{3}{G}{U}{R},6,"Flying, ward {2}\nWhenever another nontoken Dragon you control enters, create a token that's a copy of it, except the token isn't legendary.",Creature,,
Minsc,,Legendary Planeswalker — Minsc,"Minsc & Boo, Timeless Heroes",mythic,,{2}{R}{G},,"When Minsc & Boo enters and at the beginning of your upkeep, you may create Boo, a legendary 1/1 red Hamster creature token with trample and haste.\n[+1]: Put three +1/+1 counters on up to one target creature with trample or haste.\n[−2]: Sacrifice a creature. When you do, Minsc & Boo deals X damage to any target, where X is that creature's power. If the sacrificed creature was a Hamster, draw X cards.\nMinsc & Boo, Timeless Heroes can be your commander.",Planeswalker,,
Minsc,,Legendary Planeswalker — Minsc,"A-Minsc & Boo, Timeless Heroes",mythic,Legal,{3}{R}{G},,"When Minsc & Boo, Timeless Heroes enters and at the beginning of your upkeep, if you don't control a creature named Boo, create Boo, a legendary 1/1 red Hamster creature token with trample and haste.\n[+1]: Put three +1/+1 counters on up to one target creature with trample or haste.\n[−2]: Sacrifice a creature. When you do, Minsc & Boo, Timeless Heroes deals X damage to any target, where X is that creature's power. If the sacrificed creature was a Hamster, draw X cards.",Planeswalker,,
"Human, Rogue",3,Legendary Creature — Human Rogue,Nalia de'Arnise,mythic,Legal,{1}{W}{B},3,"You may look at the top card of your library any time.\nYou may cast Cleric, Rogue, Warrior, and Wizard spells from the top of your library.\nAt the beginning of combat on your turn, if you have a full party, put a +1/+1 counter on each creature you control and those creatures gain deathtouch until end of turn.",Creature,,
"Human, Elf, Shaman",7,Legendary Creature — Human Elf Shaman,"Neera, Wild Mage",rare,Legal,{4}{U}{R},2,"Whenever you cast a spell, you may put it on the bottom of its owner's library. If you do, reveal cards from the top of your library until you reveal a nonland card. You may cast that card without paying its mana cost. Then put all revealed cards not cast this way on the bottom of your library in a random order. This ability triggers only once each turn.",Creature,,
"Human, Monk",3,Legendary Creature — Human Monk,"Oji, the Exquisite Blade",uncommon,Legal,{2}{W}{U},2,"When Oji enters, you gain 2 life and scry 2.\nWhenever you cast your second spell each turn, exile up to one target creature you control, then return it to the battlefield under its owner's control.",Creature,,
"Tiefling, Warlock",4,Legendary Creature — Tiefling Warlock,"Prosper, Tome-Bound",mythic,Legal,{2}{B}{R},1,"Deathtouch\nMystic Arcanum — At the beginning of your end step, exile the top card of your library. Until the end of your next turn, you may play that card.\nPact Boon — Whenever you play a card from exile, create a Treasure token.",Creature,,
"Human, Boar",4,Legendary Creature — Human Boar,"Raggadragga, Goreguts Boss",rare,Legal,{2}{R}{G},4,"Each creature you control with a mana ability gets +2/+2.\nWhenever a creature you control with a mana ability attacks, untap it.\nWhenever you cast a spell, if at least seven mana was spent to cast it, untap target creature. It gets +7/+7 and gains trample until end of turn.",Creature,,
"Devil, Noble",4,Legendary Creature — Devil Noble,"Raphael, Fiendish Savior",rare,Legal,{3}{B}{R},4,"Flying\nOther Demons, Devils, Imps, and Tieflings you control get +1/+1 and have lifelink.\nAt the beginning of each end step, if a creature card was put into your graveyard from anywhere this turn, create a 1/1 red Devil creature token with ""When this token dies, it deals 1 damage to any target.""",Creature,,
"Dragon, Peasant",4,Legendary Creature — Dragon Peasant,Thrakkus the Butcher,uncommon,Legal,{3}{R}{G},3,"Trample\nWhenever Thrakkus attacks, double the power of each Dragon you control until end of turn.",Creature,,
Walrus,2,Artifact Creature — Walrus,Bronze Walrus,uncommon,Legal,{3},2,"When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)\n{T}: Add one mana of any color.","Artifact, Creature",,
Dragon,4,Artifact Creature — Dragon,Chardalyn Dragon,uncommon,Legal,{6},4,Flying,"Artifact, Creature",,
Equipment,,Artifact — Equipment,Cloak of the Bat,common,Legal,{2},,Equipped creature has flying and haste.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),Artifact,,
,,Artifact,Fraying Line,rare,Legal,{4},,"When this artifact enters, put a rope counter on target creature you control.\nAt the beginning of each player's upkeep, that player may pay {2}. If they do, they put a rope counter on a creature they control. Otherwise, exile this artifact and each creature without a rope counter on it, then remove all rope counters from all creatures.",Artifact,,
Golem,3,Artifact Creature — Golem,Iron Golem,common,Legal,{4},5,Vigilance\nThis creature attacks or blocks each combat if able.,"Artifact, Creature",,
,,Artifact,Lantern of Revealing,common,,{3},,"{T}: Add one mana of any color.\n{4}, {T}: Look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, you may put it on the bottom of your library.",Artifact,,
,,Artifact,A-Lantern of Revealing,common,Legal,{3},,"{T}: Add one mana of any color.\n{3}, {T}: Look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, you may put it on the bottom of your library.",Artifact,,
,,Artifact,Mirror of Life Trapping,rare,Legal,{4},,"Whenever a creature enters, if it was cast, exile it, then return all other permanent cards exiled with this artifact to the battlefield under their owners' control.",Artifact,,
,,Artifact,Navigation Orb,uncommon,,{3},,"{2}, {T}, Sacrifice this artifact: Search your library for up to two basic land cards and/or Gate cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",Artifact,,
,,Artifact,A-Navigation Orb,uncommon,Legal,{3},,"{1}, {T}, Sacrifice Navigation Orb: Search your library for up to two basic land cards and/or Gate cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",Artifact,,
Thopter,1,Artifact Creature — Thopter,Pilgrim's Eye,common,Legal,{3},1,"Flying\nWhen this creature enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.","Artifact, Creature",,
,,Artifact,Prophetic Prism,common,Legal,{2},,"When this artifact enters, draw a card.\n{1}, {T}: Add one mana of any color.",Artifact,Legal,
Gate,,Legendary Land — Gate,Baldur's Gate,rare,Legal,,,"{T}: Add {C}.\n{2}, {T}: Add X mana of any one color, where X is the number of other Gates you control.",Land,,
Leviathan,7,Creature — Leviathan,Archipelagore,uncommon,Legal,{5}{U}{U},7,"Mutate {5}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)\nWhenever this creature mutates, tap up to X target creatures, where X is the number of times this creature has mutated. Those creatures don't untap during their controller's next untap step.",Creature,,
Serpent,6,Creature — Serpent,Junk Winder,uncommon,Legal,{5}{U}{U},5,"Affinity for tokens (This spell costs {1} less to cast for each token you control.)\nWhenever a token you control enters, tap target nonland permanent an opponent controls. It doesn't untap during its controller's next untap step.",Creature,,
Fish,3,Creature — Fish,Moat Piranhas,common,Legal,{1}{U},3,Defender (This creature can't attack.),Creature,,
Fish,1,Creature — Fish,Mystic Skyfish,common,Legal,{2}{U},3,"Whenever you draw your second card each turn, this creature gains flying until end of turn.",Creature,,
Kraken,3,Creature — Kraken,Nadir Kraken,rare,Legal,{1}{U}{U},2,"Whenever you draw a card, you may pay {1}. If you do, put a +1/+1 counter on this creature and create a 1/1 blue Tentacle creature token.",Creature,,
"Elder, Dinosaur",7,Legendary Creature — Elder Dinosaur,"Nezahal, Primal Tide",rare,Legal,{5}{U}{U},7,"This spell can't be countered.\nYou have no maximum hand size.\nWhenever an opponent casts a noncreature spell, draw a card.\nDiscard three cards: Exile Nezahal. Return it to the battlefield tapped under its owner's control at the beginning of the next end step.",Creature,,
"Shark, Beast",3,Creature — Shark Beast,Pouncing Shoreshark,uncommon,Legal,{4}{U},4,"Mutate {3}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)\nFlash\nWhenever this creature mutates, you may return target creature an opponent controls to its owner's hand.",Creature,,
Whale,8,Creature — Whale,Pursued Whale,rare,Legal,{5}{U}{U},8,"When this creature enters, each opponent creates a 1/1 red Pirate creature token with ""This token can't block"" and ""Creatures you control attack each combat if able.""\nSpells your opponents cast that target this creature cost {3} more to cast.",Creature,,
Turtle,5,Creature — Turtle,Riptide Turtle,common,Legal,{1}{U},0,Flash\nDefender,Creature,,
Crab,3,Creature — Crab,Ruin Crab,uncommon,Legal,{U},0,"Landfall — Whenever a land you control enters, each opponent mills three cards. (To mill a card, a player puts the top card of their library into their graveyard.)",Creature,,
Octopus,2,Creature — Octopus,Sea-Dasher Octopus,rare,Legal,{1}{U}{U},2,"Mutate {1}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)\nFlash\nWhenever this creature deals combat damage to a player, draw a card.",Creature,,
Starfish,3,Creature — Starfish,Sigiled Starfish,uncommon,Legal,{1}{U},0,{T}: Scry 1. (Look at the top card of your library. You may put that card on the bottom.),Creature,,
Shark,7,Creature — Shark,Spined Megalodon,common,Legal,{5}{U}{U},5,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nWhenever this creature attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",Creature,,
Fish,1,Enchantment Creature — Fish,Stinging Lionfish,uncommon,Legal,{1}{U},2,"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.","Enchantment, Creature",,
,,Instant,Lightning Bolt,rare,Banned,{R},,Lightning Bolt deals 3 damage to any target.,Instant,,
,,Instant,Naturalize,common,Legal,{1}{G},,Destroy target artifact or enchantment.,Instant,,
